shopify_product_id,title,handle,url,vendor,product_type,status,price_min_usd,price_max_usd,compare_at_price_usd,variant_count,image_url_1,sample_category,collection_id
7760643883053,ATOSA MBB23GR — 23″ Back Bar Cooler,atosa-mbb23gr-23-back-bar-cooler,https://celebratefestivalinc.com/products/atosa-mbb23gr-23-back-bar-cooler,Atosa,Bar Cooler,active,1802.00,1802.00,2500.00,1,https://cdn.shopify.com/s/files/1/0562/3483/6013/files/MBB23GR-2.jpg?v=1710989007,Bar Refrigeration,288229949485
7542852255789,ATOSA MBB48GGR — 48″ Back Bar Cooler with Glass Doors,mbb48ggr-48-back-bar-cooler-with-glass-doors,https://celebratefestivalinc.com/products/mbb48ggr-48-back-bar-cooler-with-glass-doors,Atosa,,active,2238.00,2238.00,3105.00,1,https://cdn.shopify.com/s/files/1/0562/3483/6013/files/MBB48G-GR.jpg?v=1701316171,Bar Refrigeration,288229949485
7542852288557,ATOSA MBB48GR — 48″ Back Bar Cooler,mbb48gr-48-back-bar-cooler,https://celebratefestivalinc.com/products/mbb48gr-48-back-bar-cooler,Atosa,,active,2028.00,2028.00,2814.00,1,https://cdn.shopify.com/s/files/1/0562/3483/6013/files/MBB48GR.jpg?v=1701316339,Bar Refrigeration,288229949485
7542852550701,ATOSA MBB59GGR — 59″ Back Bar Cooler with Glass Doors,mbb59ggr-59-back-bar-cooler-with-glass-doors,https://celebratefestivalinc.com/products/mbb59ggr-59-back-bar-cooler-with-glass-doors,Atosa,,active,2412.00,2412.00,3347.00,1,https://cdn.shopify.com/s/files/1/0562/3483/6013/files/MBB59GGR-1.jpg?v=1701316479,Bar Refrigeration,288229949485
7760644210733,ATOSA MBB59GR — 59″ Back Bar Cooler,atosa-mbb59gr-59-back-bar-cooler,https://celebratefestivalinc.com/products/atosa-mbb59gr-59-back-bar-cooler,Atosa,Bar Cooler,active,2183.00,2183.00,3029.00,1,https://cdn.shopify.com/s/files/1/0562/3483/6013/files/MBB59GR-768x768.jpg?v=1710989366,Bar Refrigeration,288229949485
7760514809901,ATOSA MSF17GR-NTCV — 17″ Refrigerated Sandwich Prep. Table,atosa-msf17gr-ntcv-17-refrigerated-sandwich-prep-table,https://celebratefestivalinc.com/products/atosa-msf17gr-ntcv-17-refrigerated-sandwich-prep-table,Atosa,Sandwich Prep Table,active,1946.00,1946.00,2700.00,1,https://cdn.shopify.com/s/files/1/0562/3483/6013/files/MSF17GR_angle_left_edited.jpg?v=1710953177,Refrigerated Sandwich Prep Tables,284017655853
7544114839597,ATOSA MSF3610GR — 36″ Refrigerated Standard Top Sandwich Prep. Table,atosa-msf3610gr-36-refrigerated-standard-top-sandwich-prep-table,https://celebratefestivalinc.com/products/atosa-msf3610gr-36-refrigerated-standard-top-sandwich-prep-table,Atosa,,active,2168.00,2168.00,3009.00,1,https://cdn.shopify.com/s/files/1/0562/3483/6013/files/MSF3610GR_1.jpg?v=1701364911,Refrigerated Sandwich Prep Tables,284017655853
7543918166061,ATOSA MSF3615GR — 36″ Refrigerated Mega Top Sandwich Prep. Table,atosa-msf3615gr-36-refrigerated-mega-top-sandwich-prep-table,https://celebratefestivalinc.com/products/atosa-msf3615gr-36-refrigerated-mega-top-sandwich-prep-table,Atosa,,active,2357.00,2357.00,3271.00,1,https://cdn.shopify.com/s/files/1/0562/3483/6013/files/MSF3615GR-1_1.jpg?v=1701365101,Refrigerated Sandwich Prep Tables,284017655853
7544119066669,ATOSA MSF8301GR — 27″ Refrigerated Standard Top Sandwich Prep. Table,atosa-msf8301gr-27-refrigerated-standard-top-sandwich-prep-table,https://celebratefestivalinc.com/products/atosa-msf8301gr-27-refrigerated-standard-top-sandwich-prep-table,Atosa,Sandwich Prep Table,active,1649.00,1649.00,2288.00,1,https://cdn.shopify.com/s/files/1/0562/3483/6013/files/MSF8301GR.jpg?v=1701365350,Refrigerated Sandwich Prep Tables,284017655853
7544134598701,ATOSA MSF8302GR — 48″ Refrigerated Standard Top Sandwich Prep. Table,atosa-msf8302gr-48-refrigerated-standard-top-sandwich-prep-table,https://celebratefestivalinc.com/products/atosa-msf8302gr-48-refrigerated-standard-top-sandwich-prep-table,Atosa,,active,2326.00,2326.00,3227.00,1,https://cdn.shopify.com/s/files/1/0562/3483/6013/files/MSF8302GR.jpg?v=1701365518,Refrigerated Sandwich Prep Tables,284017655853
